1012977, 2532054, 4620478
1176754, 2934290, 5130593
1022685, 2548450, 6707677
1193866, 2975862, 6513839
1169770, 2915939, 6355015
1049714, 2618450, 6178521
1142323, 2847178, 6146703
1157758, 2885810, 6032601
1011789, 2523739, 5863768
1009904, 2522318, 4612459
1155872, 2881414, 5177075
1020241, 2542948, 6046665
1014723, 2530793, 6489901
1011999, 2525850, 6380583
1009066, 2519684, 6231884
1010323, 2522550, 6128407
1277047, 3182639, 5577168
1112082, 2771972, 4643341
1115714, 2777163, 5329080
1165999, 2904955, 6384163
1016888, 2534360, 7109364
1015980, 2534502, 6396659
1015421, 2535395, 6105965
1016958, 2534610, 6245666
1013327, 2526864, 6156518
1017587, 2537940, 6859876
1008577, 2516131, 5685388
1026456, 2558790, 5479254
1013955, 2529032, 5907608
1197568, 2981996, 7276832
1166768, 2908024, 6169476
1170608, 2917937, 5526044
1143999, 2851192, 6326368
1116622, 2778849, 6168649
1173402, 2924223, 6051076
1016399, 2533602, 5857659
1021498, 2546432, 4761697
1012627, 2526063, 5089589
1018076, 2542141, 5079048
1015980, 2534809, 5306158
1010183, 2521922, 6923288
1011860, 2524907, 7384337
1009205, 2518990, 6135245
1012698, 2526000, 6668112
1033859, 2576643, 6139255
1169422, 2914882, 6166106
1171237, 2919152, 6479659
1262240, 3115797, 11174984
1117180, 2779728, 6327372
1171936, 2922055, 6275958
1023104, 2549253, 6051514
1163974, 2901007, 5365181
1046711, 2608165, 4781161
1022057, 2548896, 4942414
1014024, 2530901, 6432368
1015282, 2532281, 5920521
1042869, 2600315, 6230460
1020101, 2544108, 6523769
1140996, 2845045, 6037697
1010602, 2522461, 6048263
1011790, 2526703, 5347956
1160342, 2893055, 5572192
1019332, 2536949, 6854424
1127796, 2811740, 6306830
1161599, 2895796, 6314302
1021777, 2546534, 6469782
1008508, 2516324, 6151301
1170399, 2918452, 6131167
1170050, 2916836, 4623791
1019263, 2543058, 4995509
1012768, 2525670, 4875736
1018983, 2541466, 7352034
1017866, 2536417, 6344951
1012209, 2524597, 6267382
1014793, 2532015, 6456904
1171168, 2921614, 6064267
1226412, 3056534, 6311113
1114177, 2777792, 5276810
1066266, 2657078, 5850984
1014095, 2529280, 5705932
1011441, 2522061, 5628494
1168654, 2884187, 7007888
1115085, 2777437, 6092961
1012209, 2526208, 6537605
1016958, 2537439, 6052977
1015840, 2534435, 5599877
1016679, 2535854, 4813195
1025339, 2559126, 4627971
1015002, 2530640, 5566844
1015980, 2532584, 6213034
1015701, 2533171, 6419421
1011161, 2525162, 6420432
1219567, 3040649, 6088580
1114876, 2778195, 5274042
1011301, 2522971, 4995475
1009904, 2521047, 7239586
1166419, 2907988, 6881227
1158666, 2889113, 6079064
1168444, 2911971, 6306320
1168793, 2912788, 6311760
1175288, 2929053, 6485747
1013116, 2527166, 6065353
1026457, 2560368, 4597590
1017447, 2537376, 5188869
1018425, 2537769, 4611570
1017587, 2535978, 6291132
1009835, 2519750, 6925534
1172215, 2922951, 6433250
1140646, 2841049, 6554817
1241149, 3092578, 6179765
1022056, 2549200, 6195659
1017377, 2536129, 5372630
1155872, 2879875, 5359381
1200641, 2991745, 6125126
1115643, 2777942, 6453245
1173891, 2926074, 7387348
1012139, 2525182, 6147906
1013327, 2527776, 6394192
1058025, 2642555, 6466025
1132964, 2823304, 5984891
1026736, 2559009, 4625075
1095529, 2731061, 4635662
1025199, 2555082, 5465540
1114387, 2775290, 7070074
1120602, 2793024, 6185403
1013466, 2527874, 6559364
1166139, 2909225, 6128958
1164602, 2902822, 6150649
1115644, 2779702, 5844741
1155383, 2879245, 5642324
1120533, 2788479, 5445479
1216634, 3032121, 6851605
1126749, 2807572, 7341238
1113060, 2774752, 5297482
1112082, 2773495, 6278175
1010673, 2522214, 6160782
1144977, 2855659, 6129575
1046012, 2607032, 6144426
1022476, 2546438, 5648225
1131289, 2818702, 5236948
1022197, 2546710, 5325783
1018425, 2538226, 4990612
1157688, 2885758, 6728303
1115364, 2777319, 6432618
1164533, 2901868, 6171295
1114177, 2773621, 6012768
1017447, 2536188, 5882904
1111803, 2770609, 5548782
1131009, 2818820, 5617990
1131428, 2819457, 5644571
1022685, 2548751, 7291094
1019053, 2539477, 6183250
1017726, 2536547, 6408764
1013885, 2527749, 6169062
1166837, 2907525, 6013004
1010184, 2520560, 4630183
1022685, 2547160, 5303610
1012208, 2525046, 4998509
1167536, 2912391, 7264040
1173332, 2924708, 6290532
1171028, 2919305, 6194398
1021707, 2546826, 6144017
1168583, 2912670, 6120494
1131009, 2817735, 4964394
1162437, 2896893, 5180366
1114666, 2780706, 5884688
1118857, 2787466, 6785238
1118926, 2787272, 7198916
1014723, 2531116, 6162289
1021288, 2545281, 6243987
1020799, 2543856, 6031978
1124653, 2802239, 5681709
1010323, 2520603, 5291820
1165581, 2906477, 6853576
1113059, 2770563, 6172139
1110895, 2769297, 5770966
1116062, 2777571, 5995891
1163695, 2901280, 6286116
1114247, 2776090, 6092040
1019054, 2539219, 6210210
1117040, 2784042, 6209135
1064380, 2650570, 5925305
1019263, 2541924, 5576433
1010951, 2522102, 4631227
1009206, 2521397, 5620161
1164532, 2904781, 7010696
1130939, 2817906, 6178951
1091967, 2718832, 6113116
1166698, 2906413, 6181255
1163974, 2900511, 6036929
1015212, 2529381, 4965272
1116063, 2778050, 4631512
1026876, 2559048, 5077510
1168514, 2911114, 6888639
1029459, 2568282, 7261000
1013746, 2529116, 6105585
1019333, 2541682, 6168607
1012139, 2526130, 6236815
1009206, 2520145, 5205126
1111384, 2770933, 5111081
1022964, 2549391, 5630553
1009415, 2518888, 6575624
1057745, 2638463, 5898041
1029739, 2564486, 6164873
1169491, 2914467, 6227513
1051530, 2619345, 6031065
1171656, 2920563, 6223136
1184856, 2952738, 5235032
1169491, 2915597, 4964623
1166837, 2908517, 6323135
1012978, 2527517, 6343072
1011790, 2524863, 5916383
1018425, 2540779, 6103435
1035536, 2581240, 6158074
1016399, 2532810, 6199064
1016888, 2535139, 6016913
1205878, 2950399, 5829676
1114666, 2778214, 5470136
1027644, 2559383, 5412461
1170748, 2916925, 5101604
1017237, 2534143, 4778853
1168933, 2912296, 6338522
1117739, 2782879, 6103431
1244571, 3101409, 6098432
1174800, 2929183, 6217719
1072901, 2674825, 5579630
1016679, 2535917, 5668369
1020031, 2545739, 6735394
1015981, 2535734, 7219171
1018354, 2538794, 5917983
1123257, 2798474, 5347623
1009415, 2518649, 7188896
1130939, 2818410, 5632943
1148400, 2857233, 6174051
1229135, 3062804, 6105777
1112571, 2770062, 6042184
1163345, 2899758, 6017774
1172843, 2922798, 5566766
1017168, 2534620, 5013389
1170539, 2917106, 6353518
1131498, 2820517, 7406502
1014304, 2530837, 6022891
1015561, 2533280, 6155727
1014514, 2531428, 6274429
1018983, 2539621, 6034877
1016469, 2535849, 5482024
1016259, 2532519, 5110627
1009764, 2519280, 5343386
1007809, 2517553, 5384089
1144558, 2853560, 7118644
1027993, 2558298, 5908099
1170539, 2917202, 6108088
1168723, 2913111, 6165945
1121161, 2793597, 6170553
1174450, 2926278, 6033691
1160621, 2892878, 5903261
1029669, 2565317, 4945015
1016120, 2534539, 6039404
1020730, 2546238, 6984524
1015561, 2534239, 6007856
1014444, 2531630, 6250464
1015003, 2532776, 6292046
1016539, 2533560, 6032026
1167675, 2911334, 6053245
1022615, 2547301, 4967101
1022476, 2547549, 5199275
1010393, 2521825, 5863042
1159504, 2892099, 6370807
1016958, 2532761, 6000808
1158247, 2886356, 6301630
1159574, 2888987, 7382889
1169281, 2913647, 6028907
1166488, 2907914, 6163298
1014514, 2529697, 6185918
1014024, 2529910, 6100622
1015771, 2535497, 5841718
1116063, 2783343, 6461447
1018984, 2539559, 5085248
1019332, 2539486, 5358984
1017098, 2536107, 5787543
1021497, 2545538, 6014885
1114457, 2776859, 6012116
1028832, 2564624, 6162031
1014095, 2529736, 6044843
1168164, 2913013, 5654728
1169561, 2915005, 4883038
1217053, 3033750, 5686671
1113199, 2771019, 6320787
1161599, 2895676, 7266797
1171936, 2920377, 6108280
1013536, 2527826, 5708229
1011859, 2525365, 6170339
1022336, 2551120, 6259673
1054113, 2630044, 6086552
1010743, 2521419, 4633423
1015911, 2533359, 5148746
1133662, 2825443, 5106572
1131498, 2819453, 6910196
1010183, 2519877, 6413540
1177803, 2937683, 6463700
1156152, 2882535, 6128536
1016469, 2533049, 6234355
1008577, 2516264, 6530078
1157967, 2887965, 6229300
1171028, 2917914, 5910554
1009695, 2519991, 6233466
1012838, 2527624, 6974802
1016189, 2536334, 6422222
1013955, 2530937, 7687944
1010742, 2522119, 7652115
1014723, 2532255, 7436594
1010742, 2522158, 5657872
1169003, 2915112, 6217340
1132335, 2821126, 6109467
1011161, 2523396, 6219814
1114946, 2778805, 5817193
1112780, 2773306, 5157399
1010253, 2520916, 5567389
1161739, 2897215, 7283238
1176126, 2931242, 6092692
1114526, 2777462, 6109229
1012209, 2527150, 6181988
1010183, 2520225, 6187712
1018075, 2543312, 5988948
1012907, 2527785, 5439633
1009415, 2520812, 5221483
1041193, 2595500, 6635748
1010253, 2522347, 7213999
1130311, 2818733, 7154049
1113758, 2775027, 6112530
1009764, 2519709, 6187021
1081562, 2698207, 6069012
1112571, 2769442, 6255812
1221942, 3046123, 5357253
1100767, 2741349, 5106735
1119834, 2790735, 5201887
1159923, 2890909, 6949424
1012558, 2525507, 6026182
1013885, 2529641, 6245492
1018285, 2539219, 6157920
1012348, 2527823, 6149857
1022057, 2549800, 6124893
1012418, 2526077, 5556212
1081561, 2695627, 5093013
1125491, 2803962, 5322172
1025618, 2554722, 5342428
1013117, 2526958, 5265704
1009764, 2522214, 7312548
1170819, 2918936, 6497568
1164113, 2902210, 6049626
1012209, 2525052, 6178101
1022615, 2552913, 6189401
1142602, 2843950, 6031313
1197568, 2984878, 5848142
1114527, 2823211, 6091603
1135059, 2828072, 4627351
1012488, 2525858, 5523233
1014095, 2530824, 6742597
1008228, 2517364, 5887908
1016469, 2534680, 6188563
1008158, 2517993, 6132091
1014932, 2530854, 6024388
1016958, 2538771, 5745458
1168025, 2910675, 5650345
1168583, 2912830, 5574078
1127447, 2810455, 7183855
1170819, 2918304, 5971919
1157059, 2883939, 5613469
1042799, 2596508, 6937170
1130031, 2817718, 5248186
1111802, 2769596, 6138469
1010743, 2521809, 6226700
1018076, 2536794, 6045062
1019472, 2541640, 5665305
1017377, 2535769, 5202695
1009415, 2517710, 5731057
1012279, 2526864, 6850234
1013256, 2531112, 7076468
1023174, 2548076, 7165989
1011720, 2524960, 6086465
1139739, 2841600, 5768691
1166069, 2907182, 6168748
1163485, 2900841, 6183689
1150634, 2866892, 6042355
1158037, 2886623, 6083338
1038609, 2587159, 5615686
1013536, 2557811, 4838134
1016958, 2535644, 5566970
1139808, 2843723, 6457419
1019962, 2541571, 6946634
1014653, 2529921, 6963299
1011510, 2523694, 6565043
1007809, 2516300, 6065318
1010393, 2521646, 6142587
1016259, 2537699, 6034136
1015003, 2529653, 5543466
1011301, 2525290, 5216285
1169911, 2917035, 5370262
1244850, 3101905, 5314727
1167536, 2910920, 6791283
1165510, 2904296, 6203308
1159993, 2891650, 6112745
1015421, 2531554, 6295858
1012838, 2528901, 6068666
1114247, 2776278, 6069233
1115434, 2778559, 10900336
1009765, 2518927, 6183824
1010603, 2522800, 6151161
1009764, 2521411, 5461482
1130031, 2817584, 5215135
1019123, 2540347, 5197965
1017587, 2536498, 6461257
1011511, 2525093, 5937682
1131497, 2821385, 6208676
1173403, 2925059, 6044489
1160901, 2893007, 5973728
1177663, 2934451, 10887427
1195123, 2979226, 6109051
1010183, 2520165, 4615697
1139809, 2841250, 4811724
1134361, 2827665, 5715658
1134291, 2826602, 6427829
1114247, 2776806, 4858196
1014094, 2528760, 6157134
1011581, 2527459, 6131622
1011720, 2525167, 6116477
1011231, 2525320, 5967332
1018844, 2539388, 5651922
1011720, 2525262, 6719932
1014094, 2531302, 7199334
1162926, 2900178, 5305619
1177523, 2933943, 5913209
1017866, 2539301, 6119416
1025618, 2557444, 6221026
1117110, 2783576, 6031982
1015003, 2531274, 5277766
1132405, 2823239, 5560826
1052228, 2621334, 5407980
1022126, 2547170, 7496921
1009206, 2519122, 5881132
1007599, 2514720, 6057278
1150355, 2869198, 6191843
1013745, 2528870, 6022595
1017168, 2536475, 5681618
1014583, 2532220, 5112327
1155523, 2882122, 5437433
1111593, 2769129, 6214779
1168723, 2913911, 5976071
1163485, 2899509, 6075558
1009904, 2519731, 6155068
1011301, 2522862, 6154140
1130171, 2816457, 6069338
1130869, 2818336, 5854247
1011510, 2523200, 5475799
1014095, 2531654, 4901247
1017238, 2538819, 5103085
1009415, 2520584, 6666825
1010742, 2523110, 7381073
1012348, 2526389, 5967304
1010393, 2519825, 6170200
1023733, 2555552, 6109144
1012558, 2525201, 6047349
1008088, 2516765, 4628952
1168863, 2914466, 5197709
1010183, 2520911, 7087229
1011790, 2524350, 5497127
1112291, 2773957, 5935337
1114247, 2776433, 5862292
1113758, 2775224, 6147880
1059631, 2640878, 6980380
1048666, 2612906, 4619553
1015212, 2532660, 6228467
1008227, 2516989, 6115612
1010882, 2524636, 6030441
1009345, 2518479, 10895369
1022126, 2547606, 6190563
1012698, 2527370, 5688909
1010602, 2522258, 4889099
1024571, 2555120, 5214447
1152520, 2873664, 7023000
1170259, 2917242, 7218332
1010812, 2522483, 6079845
1174659, 2928304, 6209946
1116412, 2782070, 6153394
1128425, 2809584, 6023229
1145676, 2856092, 5103560
1022266, 2548208, 6273693
1010393, 2520353, 5046201
1010393, 2522917, 5965406
1014095, 2530142, 7038458
1009415, 2520345, 7178000
1020031, 2545692, 6241942
1013256, 2525906, 6240826
1013117, 2527967, 6047240
1136386, 2833262, 6097111
1012488, 2526240, 5211658
1014933, 2532883, 5544151
1015491, 2533417, 5214939
1166698, 2911318, 6436437
1017167, 2538235, 5944344
1115644, 2781795, 6215001
1012697, 2526586, 6200639
1051739, 2623181, 6174441
1014165, 2528790, 5853612
1011161, 2521064, 5102178
1017377, 2537003, 4615932
1010183, 2521916, 4630700
1017866, 2538030, 6692403
1013326, 2528756, 5981470
1162158, 2897485, 6097356
1165510, 2904898, 6206933
1024362, 2552599, 6036842
1018635, 2542558, 6122921
1010393, 2522089, 5615064
1161250, 2896262, 5443493
1013117, 2526755, 4642557
1133942, 2828205, 7120987
1013256, 2527498, 6848820
1115295, 2781823, 6673935
1117600, 2784755, 6073026
1031624, 2569419, 6145050
1012698, 2526984, 6056661
1011231, 2523762, 6129398
1064171, 2653120, 5576764
1016679, 2535437, 5196134
1026666, 2562223, 5415911
